Ax,Ay,Az,Gx,Gy,Gz,Label
-0.031,0.005,1.118,2.328,-1.718,-0.183,Idle
-0.034,0.005,1.101,2.466,-1.489,-0.458,Idle
-0.032,0.004,1.119,2.359,-1.74,-0.573,Idle
-0.033,0.005,1.116,2.336,-1.885,-0.45,Idle
-0.03,0.003,1.108,2.405,-1.611,-0.267,Idle
-0.035,0.002,1.112,2.229,-1.672,-0.328,Idle
-0.026,0.002,1.105,2.489,-1.481,-0.328,Idle
-0.03,0.004,1.115,2.183,-1.748,-0.137,Idle
-0.033,0.002,1.118,2.244,-1.687,-0.481,Idle
-0.034,0.001,1.113,2.366,-1.435,-0.183,Idle
-0.034,0.005,1.118,2.458,-1.695,-0.328,Idle
-0.031,0.005,1.112,2.412,-1.565,-0.183,Idle
-0.034,0.004,1.121,2.496,-1.863,-0.344,Idle
-0.031,0,1.114,2.389,-1.74,-0.198,Idle
-0.033,0.001,1.118,2.351,-1.573,-0.527,Idle
-0.032,0.002,1.115,2.29,-1.802,-0.664,Idle
-0.028,0.005,1.114,2.412,-1.779,-0.519,Idle
-0.033,0.003,1.112,2.145,-1.45,-0.267,Idle
-0.028,0.004,1.105,2.351,-1.679,-0.366,Idle
-0.029,0.001,1.109,2.351,-1.519,-0.183,Idle
-0.032,0.003,1.109,2.603,-1.718,-0.29,Idle
-0.033,0.001,1.112,2.489,-1.916,-0.328,Idle
-0.03,0.006,1.12,2.42,-1.405,-0.229,Idle
-0.026,0,1.108,2.58,-1.656,-0.313,Idle
-0.029,0.005,1.109,2.427,-1.74,-0.427,Idle
-0.035,0,1.103,2.305,-1.603,-0.481,Idle
-0.032,0,1.11,2.336,-1.71,-0.344,Idle
-0.031,0.004,1.109,2.45,-1.641,-0.763,Idle
-0.031,0.005,1.118,2.435,-1.634,-0.504,Idle
-0.032,0.002,1.113,2.359,-1.74,-0.267,Idle
-0.019,0,1.113,2.481,-1.328,-0.069,Idle
-0.024,-0.001,1.112,2.443,-1.359,-0.344,Idle
-0.027,0.006,1.115,2.443,-1.466,-0.504,Idle
-0.031,0.003,1.118,2.458,-1.42,-0.519,Idle
-0.035,0.007,1.119,2.237,-1.695,-0.405,Idle
-0.036,0.004,1.115,2.168,-1.832,-0.771,Idle
-0.032,0.003,1.117,2.542,-1.672,-0.473,Idle
-0.031,0.002,1.107,2.603,-1.832,-0.336,Idle
-0.033,0.008,1.107,2.168,-1.763,-0.45,Idle
-0.029,0.001,1.119,2.344,-1.45,-0.267,Idle
-0.034,0.003,1.115,2.382,-1.573,-0.275,Idle
-0.032,0.003,1.11,2.45,-1.55,-0.206,Idle
-0.032,0.003,1.113,2.191,-1.527,-0.206,Idle
-0.033,0.001,1.118,2.206,-1.611,-0.321,Idle
-0.03,0.001,1.109,2.305,-1.664,-0.58,Idle
-0.028,-0.002,1.105,2.374,-1.916,-0.344,Idle
-0.03,0.005,1.111,2.458,-1.679,-0.397,Idle
-0.033,0.002,1.117,2.107,-1.656,-0.45,Idle
-0.032,0.001,1.112,2.58,-1.473,-0.305,Idle
-0.03,0.004,1.109,2.557,-1.672,-0.13,Idle
-0.03,0.008,1.118,2.473,-1.298,-0.267,Idle
-0.032,0.001,1.115,2.489,-1.649,-0.26,Idle
-0.031,0.002,1.115,2.511,-1.74,-0.519,Idle
-0.033,0.003,1.118,2.397,-1.603,-0.489,Idle
-0.031,0.001,1.111,2.13,-1.511,-0.168,Idle
-0.03,0.001,1.108,2.443,-1.748,-0.511,Idle
-0.032,0.006,1.109,2.641,-1.702,-0.298,Idle
-0.03,0.004,1.116,2.466,-1.641,-0.374,Idle
-0.031,0.004,1.105,2.405,-1.626,-0.282,Idle
-0.031,0,1.103,2.511,-1.603,-0.26,Idle
-0.03,0.001,1.116,2.679,-1.84,-0.344,Idle
-0.035,0.003,1.115,2.321,-1.611,-0.237,Idle
-0.031,0.002,1.114,2.427,-1.321,-0.351,Idle
-0.031,0.003,1.113,2.366,-1.779,-0.275,Idle
-0.031,0.002,1.119,2.557,-1.458,-0.443,Idle
-0.031,0.005,1.116,2.298,-1.588,-0.344,Idle
-0.03,0.003,1.115,2.664,-1.702,-0.221,Idle
-0.033,0,1.111,2.313,-1.649,-0.618,Idle
-0.035,-0.001,1.105,2.55,-1.656,-0.55,Idle
-0.03,0.002,1.11,2.397,-1.466,-0.282,Idle
-0.03,0.002,1.114,2.313,-1.641,-0.305,Idle
-0.03,0.003,1.112,2.298,-1.725,-0.405,Idle
-0.03,0,1.108,2.618,-1.771,-0.183,Idle
-0.03,-0.001,1.108,2.511,-1.611,-0.374,Idle
-0.03,-0.002,1.113,2.45,-1.611,-0.282,Idle
-0.03,0,1.118,2.412,-1.443,-0.137,Idle
-0.034,0.002,1.11,2.397,-1.664,-0.466,Idle
-0.027,0.001,1.108,2.405,-1.649,-0.565,Idle
-0.035,0.003,1.111,2.374,-1.55,-0.397,Idle
-0.027,0.002,1.122,2.374,-1.718,-0.443,Idle
-0.028,0,1.111,2.397,-1.611,-0.115,Idle
-0.03,0.002,1.107,2.42,-1.588,-0.321,Idle
-0.03,0.004,1.11,2.466,-1.412,-0.519,Idle
-0.033,0.002,1.122,2.45,-1.786,-0.45,Idle
-0.033,0.005,1.113,2.298,-1.695,-0.603,Idle
-0.031,0.002,1.108,2.405,-1.687,-0.053,Idle
-0.036,0.008,1.105,2.412,-1.641,-0.328,Idle
-0.029,0,1.108,2.351,-1.542,-0.29,Idle
-0.03,0,1.116,2.336,-1.656,-0.351,Idle
-0.031,0.002,1.112,2.55,-1.641,-0.282,Idle
-0.03,-0.002,1.118,2.359,-1.679,-0.298,Idle
-0.031,0.002,1.114,2.412,-1.718,-0.366,Idle
-0.031,0.006,1.107,2.13,-1.71,-0.366,Idle
-0.033,0.005,1.112,2.168,-1.786,-0.366,Idle
-0.028,0,1.112,2.176,-1.733,-0.046,Idle
-0.029,0,1.104,2.435,-1.58,-0.603,Idle
-0.033,-0.001,1.111,2.496,-1.565,-0.313,Idle
-0.031,-0.005,1.109,2.237,-1.618,-0.687,Idle
-0.033,0.003,1.115,2.443,-1.725,-0.435,Idle
-0.027,0.002,1.114,2.458,-1.496,-0.366,Idle
-0.03,0.004,1.11,2.374,-1.534,-0.382,Idle
-0.034,0.004,1.115,2.397,-1.603,-0.435,Idle
-0.031,0.001,1.114,2.641,-1.664,-0.191,Idle
-0.035,0.007,1.109,2.397,-1.763,-0.466,Idle
-0.033,0.002,1.115,2.374,-1.885,-0.382,Idle
-0.031,0.006,1.112,2.473,-1.786,-0.229,Idle
-0.032,0.001,1.107,2.374,-1.45,-0.359,Idle
-0.031,0.002,1.111,2.382,-1.74,-0.244,Idle
-0.032,-0.002,1.115,2.42,-1.718,-0.198,Idle
-0.032,0.003,1.114,2.275,-1.794,-0.298,Idle
-0.035,0.001,1.115,2.214,-1.71,-0.374,Idle
-0.031,0.001,1.112,2.443,-1.908,-0.435,Idle
-0.031,0.003,1.109,2.244,-1.725,-0.313,Idle
-0.03,0,1.111,2.29,-1.519,-0.618,Idle
-0.031,-0.002,1.115,2.366,-1.672,-0.305,Idle
-0.028,0.004,1.108,2.328,-1.885,-0.435,Idle
-0.031,0.003,1.111,2.519,-1.87,-0.282,Idle
-0.029,0.006,1.115,2.16,-1.802,-0.305,Idle
-0.029,0.002,1.115,2.351,-1.702,-0.107,Idle
-0.032,0.003,1.12,2.473,-1.611,0,Idle
-0.036,0.001,1.119,2.473,-1.695,-0.405,Idle
-0.029,0,1.109,2.412,-1.74,-0.527,Idle
-0.032,0.003,1.118,2.366,-1.641,-0.443,Idle
-0.028,0.002,1.105,2.45,-1.931,-0.504,Idle
-0.031,0.004,1.108,2.298,-1.634,-0.282,Idle
-0.028,0.006,1.114,2.42,-1.565,-0.29,Idle
-0.032,0.003,1.114,2.359,-1.618,-0.328,Idle
-0.034,0.004,1.117,2.511,-1.74,-0.275,Idle
-0.03,-0.001,1.115,2.504,-1.611,-0.313,Idle
-0.033,0.004,1.114,2.496,-1.817,-0.527,Idle
-0.033,0.004,1.109,2.45,-1.71,-0.221,Idle
-0.03,0.005,1.109,2.29,-1.573,-0.481,Idle
-0.027,0.003,1.11,2.45,-1.634,-0.13,Idle
-0.031,0.004,1.113,2.237,-1.504,-0.198,Idle
-0.03,0.003,1.115,2.275,-1.786,-0.42,Idle
-0.031,0,1.119,2.427,-1.71,-0.595,Idle
-0.03,0.001,1.109,2.427,-1.565,-0.115,Idle
-0.032,0.005,1.111,2.443,-1.748,-0.466,Idle
-0.034,0.002,1.11,2.45,-1.55,-0.298,Idle
-0.032,0.002,1.114,2.275,-1.969,-0.244,Idle
-0.03,0,1.107,2.466,-1.603,-0.519,Idle
-0.03,0.002,1.11,2.229,-1.679,-0.504,Idle
-0.036,-0.002,1.113,2.351,-1.435,-0.359,Idle
-0.032,0.002,1.111,2.366,-1.496,-0.405,Idle
-0.028,0.006,1.112,2.374,-1.748,-0.55,Idle
-0.032,0.002,1.114,2.481,-1.634,-0.565,Idle
-0.036,0.001,1.118,2.443,-1.611,-0.359,Idle
-0.029,0.001,1.113,2.504,-1.649,-0.244,Idle
-0.029,0.005,1.119,2.29,-1.725,-0.565,Idle
-0.03,0.003,1.112,2.382,-1.824,-0.534,Idle
-0.028,0.003,1.11,2.412,-1.641,-0.618,Idle
-0.035,0.003,1.109,2.16,-1.443,-0.26,Idle
-0.037,0.008,1.12,2.191,-1.618,-0.679,Idle
-0.032,0,1.122,2.359,-1.443,-0.115,Idle
-0.029,0.002,1.11,2.374,-1.733,-0.313,Idle
-0.032,0.002,1.116,2.534,-1.771,-0.527,Idle
-0.029,0.003,1.113,2.458,-1.565,-0.412,Idle
-0.029,0.003,1.113,2.374,-1.725,-0.374,Idle
-0.033,0.004,1.12,2.252,-1.58,-0.305,Idle
-0.027,0,1.108,2.382,-1.702,-0.359,Idle
-0.032,0.003,1.111,2.427,-1.687,-0.557,Idle
-0.03,0.002,1.114,2.366,-1.519,-0.534,Idle
-0.03,0.002,1.114,2.542,-1.725,-0.565,Idle
-0.032,0.003,1.11,2.672,-1.954,-0.374,Idle
-0.03,0.002,1.112,2.344,-1.565,-0.382,Idle
-0.028,0.004,1.116,2.221,-1.794,-0.214,Idle
-0.029,-0.003,1.107,2.374,-1.496,-0.427,Idle
-0.028,0.005,1.114,2.42,-1.504,-0.336,Idle
-0.029,0.002,1.109,2.473,-1.695,-0.26,Idle
-0.036,0.004,1.117,2.351,-1.763,-0.389,Idle
-0.033,0,1.114,2.237,-1.542,-0.321,Idle
-0.031,0.004,1.109,2.344,-1.573,-0.573,Idle
-0.032,0,1.114,2.221,-1.802,-0.328,Idle
-0.03,0.002,1.112,2.382,-1.687,-0.305,Idle
-0.035,0.004,1.122,2.489,-1.55,-0.26,Idle
-0.032,0.004,1.114,2.435,-1.481,-0.527,Idle
-0.031,0.006,1.116,2.489,-1.649,-0.565,Idle
-0.033,0.003,1.112,2.473,-1.588,-0.389,Idle
-0.029,0.004,1.109,2.16,-1.573,-0.244,Idle
-0.032,-0.001,1.118,2.389,-1.458,-0.397,Idle
-0.032,0.001,1.116,2.221,-1.519,-0.595,Idle
-0.032,0.002,1.115,2.305,-1.763,-0.214,Idle
-0.036,0.001,1.114,2.328,-1.718,-0.405,Idle
-0.035,0.006,1.114,2.405,-1.725,-0.427,Idle
-0.03,0.003,1.109,2.305,-1.588,-0.588,Idle
-0.031,0.003,1.11,2.344,-1.328,-0.397,Idle
-0.03,0,1.11,1.977,-1.641,-0.298,Idle
-0.03,0.003,1.111,2.443,-1.656,-0.336,Idle
-0.036,0.002,1.114,2.298,-1.679,-0.405,Idle
-0.029,0.001,1.115,2.595,-1.489,-0.374,Idle
-0.033,0.002,1.117,2.244,-1.626,-0.58,Idle
-0.038,0.004,1.114,2.489,-1.534,-0.412,Idle
-0.028,0.003,1.11,2.42,-1.603,-0.435,Idle
-0.034,0.004,1.118,2.298,-1.71,-0.496,Idle
-0.032,-0.002,1.112,2.229,-1.489,-0.351,Idle
-0.034,0.004,1.115,2.29,-1.718,-0.229,Idle
-0.027,0.005,1.112,2.405,-1.603,-0.168,Idle
-0.028,0.003,1.115,2.557,-1.58,-0.122,Idle
-0.03,0.004,1.116,2.122,-1.595,-0.588,Idle
-0.029,0.007,1.112,2.443,-1.672,-0.45,Idle
-0.033,0.003,1.113,2.397,-1.794,-0.42,Idle
-0.03,0.004,1.099,2.45,-1.427,-0.214,Idle
-0.029,0.003,1.108,2.443,-1.405,-0.473,Idle
-0.033,0,1.113,2.45,-1.519,-0.466,Idle
-0.032,0.008,1.116,2.359,-1.649,-0.366,Idle
-0.037,0.001,1.111,2.412,-1.901,-0.443,Idle
-0.037,0.005,1.113,2.107,-1.71,-0.366,Idle
-0.034,0.002,1.11,2.519,-1.672,-0.382,Idle
-0.033,0.008,1.113,2.221,-1.71,-0.412,Idle
-0.023,0.001,1.112,2.504,-1.519,-0.412,Idle
-0.031,0.001,1.102,2.336,-1.695,-0.275,Idle
-0.032,0.006,1.108,2.405,-1.664,-0.351,Idle
-0.022,-0.001,1.108,2.58,-1.496,-0.504,Idle
-0.027,0.002,1.108,2.328,-1.588,-0.313,Idle
-0.029,0.002,1.109,2.344,-1.733,-0.382,Idle
-0.031,0.003,1.112,2.359,-1.748,-0.405,Idle
-0.029,-0.001,1.107,2.397,-1.725,-0.26,Idle
-0.031,0.001,1.105,2.382,-1.687,-0.519,Idle
-0.031,0.002,1.109,2.504,-1.634,-0.275,Idle
-0.032,0.006,1.113,2.176,-1.656,-0.427,Idle
-0.036,0.004,1.118,2.412,-1.695,-0.405,Idle
-0.041,0.012,1.114,2.389,-1.786,-0.504,Idle
-0.03,0.002,1.115,2.115,-1.695,-0.191,Idle
-0.025,-0.001,1.109,2.435,-1.489,-0.267,Idle
-0.034,0.003,1.113,2.473,-1.656,-0.282,Idle
-0.031,0.005,1.112,2.328,-1.405,-0.435,Idle
-0.032,0.003,1.107,2.397,-1.74,-0.176,Idle
-0.03,0.003,1.118,2.244,-1.412,-0.29,Idle
-0.025,0.003,1.111,2.626,-1.511,-0.336,Idle
-0.03,0.002,1.114,2.084,-1.641,-0.359,Idle
-0.028,-0.002,1.111,2.26,-1.847,-0.282,Idle
-0.031,0.001,1.112,2.244,-1.664,-0.168,Idle
-0.036,0.007,1.115,2.557,-1.534,-0.443,Idle
-0.032,0.003,1.108,2.328,-1.802,-0.206,Idle
-0.028,0.001,1.114,2.389,-1.786,-0.397,Idle
-0.031,0.005,1.115,2.328,-1.55,-0.252,Idle
-0.029,0.005,1.112,2.466,-1.656,-0.275,Idle
-0.025,0.005,1.108,2.527,-1.397,-0.183,Idle
-0.027,0.004,1.112,2.618,-1.473,-0.42,Idle
-0.031,0.003,1.117,2.496,-1.687,-0.29,Idle
-0.033,0.006,1.111,2.198,-1.603,-0.435,Idle
-0.033,0.004,1.112,2.443,-1.84,-0.519,Idle
-0.033,0.001,1.116,2.313,-1.656,-0.137,Idle
-0.029,0,1.11,2.504,-1.824,-0.267,Idle
-0.03,-0.001,1.113,2.519,-1.71,-0.427,Idle
-0.035,0.003,1.109,2.412,-1.573,-0.481,Idle
-0.029,-0.003,1.113,2.344,-1.656,-0.267,Idle
-0.032,0.003,1.108,2.435,-1.634,-0.389,Idle
-0.033,0.003,1.12,2.527,-1.634,-0.214,Idle
-0.028,0.002,1.109,2.397,-1.542,-0.382,Idle
-0.035,0.002,1.117,2.153,-1.863,-0.191,Idle
-0.035,0.002,1.116,2.344,-1.695,-0.458,Idle
-0.028,0.003,1.112,2.336,-1.382,-0.42,Idle
-0.034,0.005,1.112,2.214,-1.573,-0.351,Idle
-0.033,0.004,1.116,2.496,-1.573,-0.183,Idle
-0.03,0.003,1.118,2.626,-1.427,-0.359,Idle
-0.03,0.002,1.115,2.405,-1.534,-0.137,Idle
-0.032,0,1.116,2.382,-1.634,-0.374,Idle
-0.033,0.002,1.114,2.328,-1.656,-0.382,Idle
-0.033,0.001,1.115,2.328,-1.45,-0.374,Idle
-0.031,0,1.108,2.282,-1.748,-0.29,Idle
-0.03,0,1.11,2.29,-1.74,-0.366,Idle
-0.028,0.003,1.117,2.534,-1.504,-0.427,Idle
-0.03,0.002,1.112,2.618,-1.679,-0.282,Idle
-0.034,0.001,1.104,2.466,-1.786,-0.336,Idle
-0.026,0.002,1.118,2.305,-1.656,-0.267,Idle
-0.027,0.003,1.105,2.443,-1.779,-0.336,Idle
-0.032,0.001,1.119,2.137,-1.786,-0.443,Idle
-0.029,0.003,1.107,2.267,-1.588,-0.26,Idle
-0.03,0,1.113,2.603,-1.71,-0.55,Idle
-0.028,0.005,1.11,2.26,-1.603,-0.504,Idle
-0.034,0,1.115,2.534,-1.74,-0.359,Idle
-0.029,0.001,1.114,2.412,-1.748,-0.198,Idle
-0.031,0,1.108,2.519,-1.427,-0.45,Idle
-0.032,0.004,1.105,2.328,-1.649,-0.229,Idle
-0.032,0.002,1.112,2.466,-1.519,-0.542,Idle
-0.032,0,1.109,2.336,-1.702,-0.321,Idle
-0.028,0.009,1.113,2.435,-1.718,-0.237,Idle
-0.03,-0.001,1.112,2.374,-1.641,-0.382,Idle
-0.031,0.002,1.114,2.42,-1.763,-0.351,Idle
-0.027,0.003,1.115,2.389,-1.763,-0.389,Idle
-0.028,0.002,1.116,2.221,-1.351,-0.275,Idle
-0.028,0.002,1.106,2.45,-1.55,-0.176,Idle
-0.031,0.003,1.104,2.214,-1.756,-0.328,Idle
-0.035,0,1.109,2.382,-1.71,-0.397,Idle
-0.034,0.003,1.112,2.29,-1.679,-0.321,Idle
-0.032,0.004,1.106,2.573,-1.634,-0.092,Idle
-0.027,0,1.108,2.443,-1.649,-0.275,Idle
-0.027,0.003,1.112,2.473,-1.641,-0.359,Idle
-0.031,0.002,1.115,2.42,-1.779,-0.214,Idle
-0.027,0.003,1.11,2.481,-1.473,-0.351,Idle
-0.031,0.003,1.109,2.435,-1.641,-0.221,Idle
-0.029,0.003,1.12,2.504,-1.733,-0.275,Idle
-0.034,0.005,1.116,2.366,-1.672,-0.351,Idle
-0.028,0.01,1.115,2.435,-1.695,-0.412,Idle
-0.029,0.001,1.115,2.374,-1.58,-0.412,Idle
-0.025,0.003,1.114,2.267,-1.649,-0.511,Idle
-0.029,-0.003,1.116,2.382,-1.542,-0.221,Idle
-0.031,0.004,1.11,2.519,-1.763,-0.313,Idle
-0.031,0,1.115,2.382,-1.595,-0.252,Idle
-0.031,0.003,1.108,2.244,-1.321,-0.092,Idle
-0.029,0.001,1.111,2.496,-1.618,-0.321,Idle
-0.03,0.003,1.112,2.374,-1.603,-0.664,Idle
-0.031,0.006,1.13,2.198,-1.695,-0.366,Idle
-0.029,0.001,1.117,2.405,-1.718,-0.252,Idle
-0.032,0.004,1.11,2.427,-1.695,-0.282,Idle
-0.03,0.001,1.119,2.45,-1.611,-0.191,Idle
-0.029,0,1.113,2.611,-1.557,-0.534,Idle
-0.027,0.003,1.107,2.229,-1.573,-0.458,Idle
-0.029,0.001,1.108,2.55,-1.557,-0.45,Idle
-0.034,-0.004,1.111,2.489,-1.748,-0.443,Idle
-0.03,0.002,1.114,2.45,-1.756,-0.344,Idle
-0.031,0.006,1.113,2.237,-1.695,-0.489,Idle
-0.032,0.002,1.109,2.466,-1.634,-0.573,Idle
-0.034,0.002,1.101,2.481,-1.656,-0.458,Idle
-0.023,0.002,1.118,2.618,-1.466,-0.58,Idle
-0.027,0.003,1.127,2.244,-1.718,0.107,Idle
-0.034,0,1.116,2.26,-1.58,-0.366,Idle
-0.039,0.003,1.105,2.13,-1.565,-0.458,Idle
-0.03,-0.002,1.106,2.374,-1.626,-0.443,Idle
-0.043,0.005,1.11,2.313,-1.626,-0.176,Idle
-0.026,0.004,1.113,2.29,-1.557,-0.351,Idle
-0.028,0.003,1.11,2.466,-1.794,-0.42,Idle
-0.034,0,1.116,2.267,-1.725,-0.382,Idle
-0.034,0.004,1.11,2.313,-1.969,-0.16,Idle
-0.028,0.002,1.109,2.344,-1.489,-0.534,Idle
-0.035,0.002,1.113,2.435,-1.595,-0.412,Idle
-0.03,0.003,1.121,2.473,-1.626,-0.145,Idle
-0.037,0.006,1.124,2.092,-2.122,-0.305,Idle
-0.04,0.01,1.125,2.298,-1.947,-0.336,Idle
-0.037,0.013,1.118,2.466,-1.473,-0.366,Idle
-0.035,0.005,1.127,2.656,-1.832,-0.435,Idle
-0.03,0,1.102,2.756,-1.412,-0.031,Idle
-0.033,0.002,1.1,2.504,-1.595,-0.42,Idle
-0.029,0.001,1.104,2.397,-1.595,-0.473,Idle
-0.027,-0.002,1.111,2.504,-1.473,-0.405,Idle
-0.035,0.001,1.11,2.221,-1.55,-0.252,Idle
-0.039,0.01,1.11,2.198,-1.885,-0.412,Idle
-0.011,-0.002,1.114,2.382,-1.191,-0.313,Idle
-0.037,0.005,1.108,2.275,-1.656,-0.336,Idle
-0.027,0.003,1.121,2.214,-1.847,-0.366,Idle
-0.03,-0.004,1.108,2.588,-1.489,-0.176,Idle
-0.031,0.008,1.114,2.29,-1.45,-0.687,Idle
-0.033,0.002,1.117,2.489,-1.794,-0.26,Idle
-0.033,0.007,1.121,2.366,-1.611,-0.443,Idle
-0.032,0.004,1.116,2.611,-1.733,-0.542,Idle
-0.031,0.004,1.116,2.229,-1.244,-0.244,Idle
-0.031,0.003,1.117,2.336,-1.802,-0.206,Idle
-0.035,0.004,1.117,2.382,-1.763,-0.496,Idle
-0.033,0.004,1.113,2.473,-1.618,-0.466,Idle
-0.027,-0.002,1.108,2.443,-1.473,-0.427,Idle
-0.028,-0.003,1.109,2.473,-1.473,-0.183,Idle
-0.041,0,1.113,2.214,-1.832,-0.336,Idle
-0.041,0.008,1.122,2.198,-2.053,-0.366,Idle
-0.039,0.009,1.131,2.557,-1.931,-0.405,Idle
-0.023,-0.004,1.112,2.695,-1.527,-0.137,Idle
-0.025,0.005,1.108,2.489,-1.519,-0.427,Idle
-0.031,0,1.106,2.405,-1.771,-0.137,Idle
-0.037,0.008,1.12,2.397,-1.908,-0.29,Idle
-0.03,0,1.108,2.42,-1.656,-0.466,Idle
-0.026,-0.002,1.109,2.504,-1.618,-0.313,Idle
-0.028,0.004,1.108,2.405,-1.573,-0.389,Idle
-0.029,0.001,1.114,2.305,-1.55,-0.244,Idle
-0.031,-0.002,1.118,2.275,-1.924,-0.328,Idle
-0.037,0.002,1.115,2.351,-1.74,-0.29,Idle
-0.041,0.01,1.127,2.145,-1.939,-0.611,Idle
-0.042,0.008,1.117,2.183,-1.931,-0.305,Idle
-0.023,0,1.114,2.496,-1.481,-0.405,Idle
-0.013,-0.006,1.095,2.71,-1.344,-0.229,Idle
-0.019,-0.001,1.096,2.473,-1.481,-0.275,Idle
-0.035,0.006,1.115,2.321,-1.74,-0.29,Idle
-0.037,0.007,1.116,2.29,-2.031,-0.534,Idle
-0.033,0.003,1.121,2.374,-1.718,-0.244,Idle
-0.02,-0.004,1.101,2.466,-1.29,-0.443,Idle
-0.022,-0.001,1.114,2.374,-1.71,-0.115,Idle
-0.036,0.007,1.116,2.351,-1.489,-0.168,Idle
-0.034,0.008,1.115,2.176,-1.634,-0.458,Idle
-0.034,0.002,1.112,2.366,-1.718,-0.42,Idle
-0.03,0.005,1.113,2.504,-1.71,-0.298,Idle
-0.03,0.003,1.119,2,-1.817,-0.26,Idle
-0.03,0.003,1.108,2.641,-1.58,-0.313,Idle
-0.027,-0.001,1.112,2.298,-1.588,-0.221,Idle
-0.025,-0.002,1.109,2.504,-1.74,-0.183,Idle
-0.026,0.002,1.11,2.214,-1.763,-0.473,Idle
-0.033,0.004,1.115,2.344,-1.542,-0.298,Idle
-0.031,0.003,1.105,2.435,-1.458,-0.366,Idle
-0.025,0,1.105,2.443,-1.748,-0.58,Idle
-0.034,0.003,1.116,2.412,-1.824,-0.55,Idle
-0.036,0.001,1.127,2.511,-1.924,-0.366,Idle
-0.031,0.002,1.114,2.534,-1.565,-0.313,Idle
-0.025,0.002,1.11,2.473,-1.634,-0.321,Idle
-0.031,0.003,1.106,2.496,-1.344,-0.359,Idle
-0.03,0,1.112,2.267,-1.863,-0.351,Idle
-0.033,0.004,1.122,2.489,-1.779,-0.26,Idle
-0.034,0.002,1.116,2.374,-1.374,-0.382,Idle
-0.032,0.001,1.113,2.557,-1.519,-0.481,Idle
-0.03,0.001,1.111,2.573,-1.397,-0.374,Idle
-0.03,0.004,1.107,2.412,-1.634,-0.45,Idle
-0.032,0.002,1.106,2.061,-1.397,-0.466,Idle
-0.034,0.004,1.12,2.427,-1.718,-0.412,Idle
-0.029,0.003,1.109,2.298,-1.809,-0.496,Idle
-0.03,0.002,1.112,2.557,-1.695,-0.16,Idle
-0.033,0.001,1.118,2.595,-1.763,-0.489,Idle
-0.027,0.002,1.109,2.573,-1.565,-0.328,Idle
-0.032,0.001,1.109,2.382,-1.626,-0.214,Idle
-0.029,0.003,1.106,2.29,-1.618,-0.298,Idle
-0.027,-0.003,1.117,2.206,-1.603,-0.412,Idle
-0.028,0.001,1.109,2.527,-1.641,-0.321,Idle
-0.026,0,1.115,2.29,-1.672,-0.481,Idle
-0.032,0.001,1.11,2.405,-1.45,-0.046,Idle
-0.029,-0.001,1.117,2.405,-1.802,-0.534,Idle
-0.038,0.004,1.113,2.275,-1.664,-0.511,Idle
-0.029,0.001,1.115,2.321,-1.702,-0.305,Idle
-0.027,0.005,1.109,2.496,-1.664,-0.122,Idle
-0.027,0.001,1.115,2.435,-1.595,-0.305,Idle
-0.03,0.002,1.115,2.389,-1.679,-0.237,Idle
-0.03,0,1.11,2.344,-1.435,-0.466,Idle
-0.029,0,1.109,2.588,-1.725,-0.489,Idle
-0.029,0.004,1.117,2.489,-1.557,-0.275,Idle
-0.034,0.002,1.105,2.412,-1.771,-0.412,Idle
-0.032,0.001,1.113,2.595,-1.786,-0.13,Idle
-0.03,0.004,1.112,2.42,-1.679,-0.313,Idle
-0.031,0.001,1.114,2.359,-1.534,-0.511,Idle
-0.029,0.002,1.113,2.382,-1.656,-0.511,Idle
-0.121,0.003,1.056,-2.679,-5.924,-3.008,Pitch
-0.128,0.006,1.102,-9.511,-6.237,-1.366,Pitch
-0.125,-0.017,1.153,-8.565,-2.634,0.168,Pitch
-0.09,-0.023,1.156,3.45,-0.527,-2.038,Pitch
-0.073,-0.008,1.122,6.328,-1.611,-2.786,Pitch
-0.037,-0.011,1.13,4.618,-6.336,-4.092,Pitch
-0.038,-0.007,1.146,5.931,1.115,-9.924,Pitch
-0.081,-0.008,1.131,5.359,10.382,-10.893,Pitch
-0.073,-0.005,1.156,2.397,16.756,-9.107,Pitch
-0.063,-0.014,1.149,5.885,15.282,-8.191,Pitch
-0.065,0.016,1.143,8.641,10.893,-11.511,Pitch
-0.115,0.014,1.16,2.573,29.634,-11.809,Pitch
-0.087,-0.002,1.159,4.107,35.557,-11.046,Pitch
-0.043,0.01,1.157,7.763,38.649,-17.427,Pitch
-0.119,0.012,1.159,3.366,67.275,-23.962,Pitch
-0.205,-0.021,1.112,-1.962,80.084,-27.336,Pitch
-0.175,-0.043,1.127,1.458,72.656,-23.321,Pitch
-0.228,-0.013,1.101,4.954,76.076,-27.832,Pitch
-0.352,-0.025,1.052,5.832,69.198,-28.13,Pitch
-0.347,-0.013,0.993,15.519,60.366,-25.321,Pitch
-0.337,0.022,0.951,10.092,54.008,-31.908,Pitch
-0.46,-0.027,0.986,12.893,26.771,-33.595,Pitch
-0.565,-0.076,0.957,30.733,-1.672,-22.313,Pitch
-0.473,-0.028,0.876,25.977,-9.649,-13.496,Pitch
-0.423,-0.003,0.897,3.573,-0.641,-20.962,Pitch
-0.598,0.256,0.978,-24.969,-11.779,-19.405,Pitch
-0.467,0.02,0.969,-3.84,-26.519,-18.802,Pitch
